date,post_count,post_count_diff,prob_epidemic
2021-06-13,7,2.0,0.36290192513128733
2021-06-14,12,5.0,
2021-06-15,3,-9.0,
2021-06-16,14,11.0,
2021-06-17,27,13.0,
2021-06-18,18,-9.0,0.017672549896298708
2021-06-19,11,-7.0,
2021-06-20,8,-3.0,
2021-06-21,11,3.0,
2021-06-22,12,1.0,
2021-06-23,5,-7.0,0.8823895984952789
2021-06-24,16,11.0,
2021-06-25,8,-8.0,
2021-06-26,7,-1.0,
2021-06-27,5,-2.0,
2021-06-28,13,8.0,0.9986526258586624
2021-06-29,17,4.0,
2021-06-30,28,11.0,
2021-07-01,13,-15.0,
2021-07-02,15,2.0,
2021-07-03,8,-7.0,0.03240740265871751
2021-07-04,7,-1.0,
2021-07-05,14,7.0,
2021-07-06,8,-6.0,
2021-07-07,10,2.0,
2021-07-08,5,-5.0,1.0
2021-07-09,13,8.0,
2021-07-10,3,-10.0,
2021-07-11,6,3.0,
2021-07-12,9,3.0,
2021-07-13,13,4.0,0.9505801789920041
2021-07-14,15,2.0,
2021-07-15,25,10.0,
2021-07-16,12,-13.0,
2021-07-17,5,-7.0,
2021-07-18,5,0.0,0.9295565996533993
2021-07-19,13,8.0,
2021-07-20,15,2.0,
2021-07-21,11,-4.0,
2021-07-22,13,2.0,
2021-07-23,10,-3.0,0.9798726429094321
2021-07-24,6,-4.0,
2021-07-25,5,-1.0,
2021-07-26,15,10.0,
2021-07-27,11,-4.0,
2021-07-28,28,17.0,0.998440588046444
2021-07-29,47,19.0,
2021-07-30,22,-25.0,
2021-07-31,10,-12.0,
2021-08-01,7,-3.0,
2021-08-02,18,11.0,0.6030121957470123
2021-08-03,28,10.0,
2021-08-04,32,4.0,
2021-08-05,29,-3.0,
2021-08-06,10,-19.0,
2021-08-07,12,2.0,0.6993880772604756
2021-08-08,7,-5.0,
2021-08-09,8,1.0,
2021-08-10,12,4.0,
2021-08-11,8,-4.0,
2021-08-12,5,-3.0,0.056909465758199204
2021-08-13,7,2.0,
2021-08-14,4,-3.0,
2021-08-15,6,2.0,
2021-08-16,9,3.0,
2021-08-17,10,1.0,0.12432797806389842
2021-08-18,10,0.0,
2021-08-19,10,0.0,
2021-08-20,3,-7.0,
2021-08-21,4,1.0,
2021-08-22,8,4.0,0.08376371516724407
2021-08-23,10,2.0,
2021-08-24,10,0.0,
2021-08-25,5,-5.0,
2021-08-26,9,4.0,
2021-08-27,9,0.0,0.061337300865167935
2021-08-28,7,-2.0,
2021-08-29,6,-1.0,
2021-08-30,11,5.0,
2021-08-31,11,0.0,
2021-09-01,18,7.0,0.16205000510359796
2021-09-02,7,-11.0,
2021-09-03,10,3.0,
2021-09-04,3,-7.0,
2021-09-05,5,2.0,
2021-09-06,5,0.0,0.05657099908625102
2021-09-07,10,5.0,
2021-09-08,7,-3.0,
2021-09-09,3,-4.0,
2021-09-10,10,7.0,
2021-09-11,5,-5.0,0.055641713305503535
2021-09-12,7,2.0,
2021-09-13,6,-1.0,
2021-09-14,7,1.0,
2021-09-15,7,0.0,
2021-09-16,11,4.0,0.013215594616317243
2021-09-17,8,-3.0,
2021-09-18,4,-4.0,
2021-09-19,4,0.0,
2021-09-20,7,3.0,
2021-09-21,4,-3.0,0.0
2021-09-22,9,5.0,
2021-09-23,8,-1.0,
2021-09-24,6,-2.0,
2021-09-25,7,1.0,
2021-09-26,8,1.0,1.0
2021-09-27,12,4.0,
2021-09-28,7,-5.0,
2021-09-29,14,7.0,
2021-09-30,7,-7.0,
2021-10-01,11,4.0,0.040883329781276484
2021-10-02,5,-6.0,
2021-10-03,4,-1.0,
2021-10-04,12,8.0,
2021-10-05,8,-4.0,
2021-10-06,14,6.0,1.0
2021-10-07,6,-8.0,
2021-10-08,6,0.0,
2021-10-09,6,0.0,
2021-10-10,1,-5.0,
2021-10-11,1,0.0,4.831860081302718e-16
2021-10-12,13,12.0,
2021-10-13,8,-5.0,
2021-10-14,6,-2.0,
2021-10-15,5,-1.0,
2021-10-16,5,0.0,1.3712384800159978e-15
2021-10-17,3,-2.0,
2021-10-18,14,11.0,
2021-10-19,10,-4.0,
2021-10-20,8,-2.0,
2021-10-21,8,0.0,1.6061069694653339e-15
2021-10-22,9,1.0,
2021-10-23,6,-3.0,
2021-10-24,4,-2.0,
2021-10-25,16,12.0,
2021-10-26,12,-4.0,1.2241969344494617e-08
2021-10-27,15,3.0,
2021-10-28,10,-5.0,
2021-10-29,14,4.0,
2021-10-30,7,-7.0,
2021-10-31,8,1.0,0.8085715383102732
2021-11-01,12,4.0,
2021-11-02,16,4.0,
2021-11-03,13,-3.0,
2021-11-04,26,13.0,
2021-11-05,16,-10.0,4.813825502835399e-07
2021-11-06,7,-9.0,
2021-11-07,8,1.0,
2021-11-08,40,32.0,
2021-11-09,26,-14.0,
2021-11-10,16,-10.0,0.0
2021-11-11,13,-3.0,
2021-11-12,10,-3.0,
2021-11-13,6,-4.0,
2021-11-14,11,5.0,
2021-11-15,18,7.0,0.4992878408523136
2021-11-16,9,-9.0,
2021-11-17,15,6.0,
2021-11-18,13,-2.0,
2021-11-19,9,-4.0,
2021-11-20,8,-1.0,0.19646821652849253
2021-11-21,6,-2.0,
2021-11-22,13,7.0,
2021-11-23,14,1.0,
2021-11-24,28,14.0,
2021-11-25,9,-19.0,1.0
2021-11-26,8,-1.0,
2021-11-27,3,-5.0,
2021-11-28,4,1.0,
2021-11-29,10,6.0,
2021-11-30,19,9.0,0.9999999999073304
2021-12-01,17,-2.0,
2021-12-02,18,1.0,
2021-12-03,15,-3.0,
2021-12-04,11,-4.0,
2021-12-05,8,-3.0,0.115941546987028
2021-12-06,9,1.0,
2021-12-07,15,6.0,
2021-12-08,15,0.0,
2021-12-09,9,-6.0,
2021-12-10,16,7.0,0.10940992127288707
2021-12-11,4,-12.0,
2021-12-12,6,2.0,
2021-12-13,8,2.0,
2021-12-14,12,4.0,
2021-12-15,20,8.0,0.11783190259417357
2021-12-16,21,1.0,
2021-12-17,13,-8.0,
2021-12-18,5,-8.0,
2021-12-19,1,-4.0,
2021-12-20,13,12.0,0.2148442246598872
2021-12-21,18,5.0,
2021-12-22,15,-3.0,
2021-12-23,15,0.0,
2021-12-24,19,4.0,
2021-12-25,3,-16.0,0.5142140401874179
2021-12-26,8,5.0,
2021-12-27,14,6.0,
2021-12-28,15,1.0,
2021-12-29,14,-1.0,
2021-12-30,17,3.0,1.0000000000000002
2021-12-31,18,1.0,
2022-01-01,7,-11.0,
2022-01-02,9,2.0,
2022-01-03,13,4.0,
2022-01-04,23,10.0,0.003528154753508716
2022-01-05,20,-3.0,
2022-01-06,18,-2.0,
2022-01-07,8,-10.0,
2022-01-08,8,0.0,
2022-01-09,11,3.0,0.44614508115944557
2022-01-10,15,4.0,
2022-01-11,24,9.0,
2022-01-12,12,-12.0,
2022-01-13,12,0.0,
2022-01-14,9,-3.0,0.0010180770000787548
2022-01-15,10,1.0,
2022-01-16,2,-8.0,
2022-01-17,8,6.0,
2022-01-18,8,0.0,
2022-01-19,46,38.0,1.0
2022-01-20,128,82.0,
2022-01-21,21,-107.0,
2022-01-22,7,-14.0,
2022-01-23,7,0.0,
2022-01-24,10,3.0,0.007215807511999644
2022-01-25,11,1.0,
2022-01-26,16,5.0,
2022-01-27,19,3.0,
2022-01-28,12,-7.0,
2022-01-29,10,-2.0,0.0022173883342425696
2022-01-30,8,-2.0,
2022-01-31,14,6.0,
2022-02-01,20,6.0,
2022-02-02,26,6.0,
2022-02-03,15,-11.0,0.00907920108773235
2022-02-04,14,-1.0,
2022-02-05,6,-8.0,
2022-02-06,7,1.0,
2022-02-07,10,3.0,
2022-02-08,13,3.0,0.0022465794006089113
2022-02-09,13,0.0,
2022-02-10,19,6.0,
2022-02-11,16,-3.0,
2022-02-12,7,-9.0,
2022-02-13,7,0.0,0.0020585572818223267
2022-02-14,17,10.0,
2022-02-15,28,11.0,
2022-02-16,16,-12.0,
2022-02-17,21,5.0,
2022-02-18,17,-4.0,0.0025399901800062176
2022-02-19,6,-11.0,
2022-02-20,3,-3.0,
2022-02-21,9,6.0,
2022-02-22,15,6.0,
2022-02-23,15,0.0,0.002042888688064576
2022-02-24,11,-4.0,
2022-02-25,10,-1.0,
2022-02-26,5,-5.0,
2022-02-27,7,2.0,
2022-02-28,7,0.0,0.0019273806632585236
2022-03-01,4,-3.0,
2022-03-02,8,4.0,
2022-03-03,13,5.0,
2022-03-04,10,-3.0,
2022-03-05,4,-6.0,0.0030851751891426155
2022-03-06,1,-3.0,
2022-03-07,4,3.0,
2022-03-08,12,8.0,
2022-03-09,6,-6.0,
2022-03-10,11,5.0,0.0020843528654787146
2022-03-11,4,-7.0,
2022-03-12,3,-1.0,
2022-03-13,3,0.0,
2022-03-14,10,7.0,
2022-03-15,9,-1.0,1.0
2022-03-16,4,-5.0,
2022-03-17,18,14.0,
2022-03-18,9,-9.0,
2022-03-19,2,-7.0,
2022-03-20,6,4.0,0.9999958734935535
2022-03-21,10,4.0,
2022-03-22,14,4.0,
2022-03-23,6,-8.0,
2022-03-24,7,1.0,
2022-03-25,2,-5.0,0.4881856854333932
2022-03-26,4,2.0,
2022-03-27,4,0.0,
2022-03-28,6,2.0,
2022-03-29,14,8.0,
2022-03-30,9,-5.0,0.2530931405519158
2022-03-31,8,-1.0,
2022-04-01,9,1.0,
2022-04-02,7,-2.0,
2022-04-03,3,-4.0,
2022-04-04,19,16.0,0.9999999999999996
2022-04-05,7,-12.0,
2022-04-06,10,3.0,
2022-04-07,11,1.0,
2022-04-08,15,4.0,
2022-04-09,9,-6.0,2.0827642894001371e-97
2022-04-10,7,-2.0,
2022-04-11,13,6.0,
2022-04-12,17,4.0,
2022-04-13,10,-7.0,
2022-04-14,21,11.0,0.9624692991939249
2022-04-15,9,-12.0,
2022-04-16,6,-3.0,
2022-04-17,10,4.0,
2022-04-18,14,4.0,
2022-04-19,13,-1.0,0.31503552364334086
2022-04-20,11,-2.0,
2022-04-21,12,1.0,
2022-04-22,13,1.0,
2022-04-23,7,-6.0,
2022-04-24,6,-1.0,0.2874775238177274
2022-04-25,17,11.0,
2022-04-26,12,-5.0,
2022-04-27,19,7.0,
2022-04-28,20,1.0,
2022-04-29,17,-3.0,0.4035343771656099
2022-04-30,8,-9.0,
2022-05-01,7,-1.0,
2022-05-02,13,6.0,
2022-05-03,23,10.0,
2022-05-04,31,8.0,0.9701057889029312
2022-05-05,12,-19.0,
2022-05-06,19,7.0,
2022-05-07,5,-14.0,
2022-05-08,6,1.0,
2022-05-09,14,8.0,0.6715102095403594
2022-05-10,15,1.0,
2022-05-11,12,-3.0,
2022-05-12,14,2.0,
2022-05-13,11,-3.0,
2022-05-14,3,-8.0,0.694275389752897
2022-05-15,8,5.0,
2022-05-16,8,0.0,
2022-05-17,14,6.0,
2022-05-18,10,-4.0,
2022-05-19,18,8.0,0.48901356211026015
2022-05-20,8,-10.0,
2022-05-21,7,-1.0,
2022-05-22,3,-4.0,
2022-05-23,15,12.0,
2022-05-24,12,-3.0,6.927974506683406e-16
2022-05-25,9,-3.0,
2022-05-26,17,8.0,
2022-05-27,6,-11.0,
2022-05-28,9,3.0,
2022-05-29,5,-4.0,1.0
2022-05-30,3,-2.0,
2022-05-31,10,7.0,
2022-06-01,5,-5.0,
2022-06-02,9,4.0,
2022-06-03,5,-4.0,1.0
2022-06-04,5,0.0,
2022-06-05,3,-2.0,
2022-06-06,11,8.0,
2022-06-07,15,4.0,
2022-06-08,22,7.0,1.0
2022-06-09,13,-9.0,
2022-06-10,10,-3.0,
2022-06-11,8,-2.0,
2022-06-12,5,-3.0,
2022-06-13,11,6.0,0.9999999999999999
2022-06-14,12,1.0,
2022-06-15,7,-5.0,
2022-06-16,11,4.0,
2022-06-17,12,1.0,
2022-06-18,8,-4.0,1.0
2022-06-19,3,-5.0,
2022-06-20,8,5.0,
2022-06-21,13,5.0,
2022-06-22,11,-2.0,
2022-06-23,10,-1.0,0.9817139775169004
2022-06-24,6,-4.0,
2022-06-25,7,1.0,
2022-06-26,5,-2.0,
2022-06-27,8,3.0,
2022-06-28,9,1.0,0.999980083133389
2022-06-29,13,4.0,
2022-06-30,11,-2.0,
2022-07-01,16,5.0,
2022-07-02,8,-8.0,
2022-07-03,3,-5.0,0.37400621768012465
2022-07-04,4,1.0,
2022-07-05,8,4.0,
2022-07-06,11,3.0,
2022-07-07,14,3.0,
2022-07-08,12,-2.0,0.5171528636754728
2022-07-09,10,-2.0,
2022-07-10,3,-7.0,
2022-07-11,4,1.0,
2022-07-12,4,0.0,
2022-07-13,6,2.0,0.40603155235707145
2022-07-14,12,6.0,
2022-07-15,7,-5.0,
2022-07-16,6,-1.0,
2022-07-17,8,2.0,
2022-07-18,12,4.0,0.6342812592482843
2022-07-19,16,4.0,
2022-07-20,6,-10.0,
2022-07-21,12,6.0,
2022-07-22,10,-2.0,
2022-07-23,4,-6.0,0.9999999997879885
2022-07-24,10,6.0,
2022-07-25,7,-3.0,
2022-07-26,10,3.0,
2022-07-27,9,-1.0,
2022-07-28,8,-1.0,0.9999924751268935
2022-07-29,25,17.0,
2022-07-30,6,-19.0,
2022-07-31,8,2.0,
2022-08-01,13,5.0,
2022-08-02,12,-1.0,0.02226716715161873
2022-08-03,19,7.0,
2022-08-04,20,1.0,
2022-08-05,6,-14.0,
2022-08-06,9,3.0,
2022-08-07,2,-7.0,0.30606703911349886
2022-08-08,7,5.0,
2022-08-09,9,2.0,
2022-08-10,13,4.0,
2022-08-11,10,-3.0,
2022-08-12,14,4.0,0.12224577993091959
2022-08-13,5,-9.0,
2022-08-14,6,1.0,
2022-08-15,5,-1.0,
2022-08-16,7,2.0,
2022-08-17,9,2.0,0.4063439607127637
2022-08-18,7,-2.0,
2022-08-19,7,0.0,
2022-08-20,7,0.0,
2022-08-21,6,-1.0,
2022-08-22,10,4.0,0.14933414625538088
2022-08-23,8,-2.0,
2022-08-24,7,-1.0,
2022-08-25,11,4.0,
2022-08-26,7,-4.0,
2022-08-27,9,2.0,0.09888451116046174
2022-08-28,2,-7.0,
2022-08-29,10,8.0,
2022-08-30,12,2.0,
2022-08-31,11,-1.0,
2022-09-01,9,-2.0,0.5899668567729227
2022-09-02,6,-3.0,
2022-09-03,5,-1.0,
2022-09-04,6,1.0,
2022-09-05,3,-3.0,
2022-09-06,5,2.0,0.10956660718941116
2022-09-07,9,4.0,
2022-09-08,7,-2.0,
2022-09-09,4,-3.0,
2022-09-10,4,0.0,
2022-09-11,7,3.0,0.05689740820557051
2022-09-12,11,4.0,
2022-09-13,3,-8.0,
2022-09-14,8,5.0,
2022-09-15,7,-1.0,
2022-09-16,5,-2.0,0.09765830301463438
2022-09-17,2,-3.0,
2022-09-18,2,0.0,
2022-09-19,9,7.0,
2022-09-20,5,-4.0,
2022-09-21,5,0.0,0.0707641205230418
2022-09-22,8,3.0,
2022-09-23,10,2.0,
2022-09-24,5,-5.0,
2022-09-25,5,0.0,
2022-09-26,9,4.0,0.9190887754435967
2022-09-27,14,5.0,
2022-09-28,6,-8.0,
2022-09-29,11,5.0,
2022-09-30,8,-3.0,
2022-10-01,7,-1.0,0.5669349319479596
2022-10-02,3,-4.0,
2022-10-03,11,8.0,
2022-10-04,9,-2.0,
2022-10-05,6,-3.0,
2022-10-06,10,4.0,0.9999973018273727
2022-10-07,20,10.0,
2022-10-08,9,-11.0,
2022-10-09,6,-3.0,
2022-10-10,8,2.0,
2022-10-11,7,-1.0,0.6653470551451579
2022-10-12,10,3.0,
2022-10-13,8,-2.0,
2022-10-14,4,-4.0,
2022-10-15,5,1.0,
2022-10-16,4,-1.0,0.6778456470159602
2022-10-17,6,2.0,
2022-10-18,8,2.0,
2022-10-19,2,-6.0,
2022-10-20,7,5.0,
2022-10-21,7,0.0,1.0
2022-10-22,3,-4.0,
2022-10-23,2,-1.0,
2022-10-24,5,3.0,
2022-10-25,8,3.0,
2022-10-26,6,-2.0,0.6461078681180455
2022-10-27,8,2.0,
2022-10-28,6,-2.0,
2022-10-29,2,-4.0,
2022-10-30,3,1.0,
2022-10-31,6,3.0,0.3056665419155395
2022-11-01,11,5.0,
2022-11-02,3,-8.0,
2022-11-03,7,4.0,
2022-11-04,4,-3.0,
2022-11-05,5,1.0,0.0875527267323615
2022-11-06,5,0.0,
2022-11-07,6,1.0,
2022-11-08,4,-2.0,
2022-11-09,5,1.0,
2022-11-10,15,10.0,0.977508445787044
2022-11-11,12,-3.0,
2022-11-12,5,-7.0,
2022-11-13,3,-2.0,
2022-11-14,7,4.0,
2022-11-15,9,2.0,0.5825536144973166
2022-11-16,5,-4.0,
2022-11-17,8,3.0,
2022-11-18,7,-1.0,
2022-11-19,2,-5.0,
2022-11-20,1,-1.0,0.27344920762418656
2022-11-21,6,5.0,
2022-11-22,9,3.0,
2022-11-23,7,-2.0,
2022-11-24,5,-2.0,
2022-11-25,4,-1.0,0.11955476089822611
2022-11-26,5,1.0,
2022-11-27,3,-2.0,
2022-11-28,3,0.0,
2022-11-29,3,0.0,
2022-11-30,5,2.0,0.0
2022-12-01,7,2.0,
2022-12-02,6,-1.0,
2022-12-03,4,-2.0,
2022-12-04,1,-3.0,
2022-12-05,2,1.0,0.0
2022-12-06,3,1.0,
2022-12-07,5,2.0,
2022-12-08,5,0.0,
2022-12-09,2,-3.0,
2022-12-10,2,0.0,0.08381963605175143
2022-12-11,3,1.0,
2022-12-12,12,9.0,
2022-12-13,14,2.0,
2022-12-14,7,-7.0,
2022-12-15,11,4.0,0.9877200818567247
2022-12-16,2,-9.0,
2022-12-17,4,2.0,
2022-12-18,3,-1.0,
2022-12-19,3,0.0,
2022-12-20,4,1.0,0.18769183084659258
2022-12-21,84,80.0,
2022-12-22,9,-75.0,
2022-12-23,30,21.0,
2022-12-24,2,-28.0,
2022-12-25,2,0.0,0.17205325458398985
2022-12-26,2,0.0,
2022-12-27,4,2.0,
2022-12-28,2,-2.0,
2022-12-29,5,3.0,
2022-12-30,3,-2.0,0.0016209757263006307
2022-12-31,5,2.0,
2023-01-01,2,-3.0,
2023-01-02,5,3.0,
2023-01-03,10,5.0,
2023-01-04,8,-2.0,0.0018114476823154766
2023-01-05,17,9.0,
2023-01-06,8,-9.0,
2023-01-07,1,-7.0,
2023-01-08,1,0.0,
2023-01-09,5,4.0,0.0028475429968318777
2023-01-10,10,5.0,
2023-01-11,8,-2.0,
2023-01-12,4,-4.0,
2023-01-13,4,0.0,
2023-01-14,3,-1.0,0.0016363311882589373
2023-01-15,2,-1.0,
2023-01-16,5,3.0,
2023-01-17,4,-1.0,
2023-01-18,7,3.0,
2023-01-19,5,-2.0,0.0018761663886037656
2023-01-20,7,2.0,
2023-01-21,3,-4.0,
2023-01-22,5,2.0,
2023-01-23,8,3.0,
2023-01-24,9,1.0,0.0016628155351364046
2023-01-25,5,-4.0,
2023-01-26,9,4.0,
2023-01-27,14,5.0,
2023-01-28,6,-8.0,
2023-01-29,1,-5.0,0.004802349084870946
2023-01-30,12,11.0,
2023-01-31,11,-1.0,
2023-02-01,21,10.0,
2023-02-02,10,-11.0,
2023-02-03,6,-4.0,0.007214453596522662
2023-02-04,2,-4.0,
2023-02-05,4,2.0,
2023-02-06,5,1.0,
2023-02-07,7,2.0,
2023-02-08,3,-4.0,0.0023201947743892275
2023-02-09,5,2.0,
2023-02-10,4,-1.0,
2023-02-11,5,1.0,
2023-02-12,4,-1.0,
2023-02-13,5,1.0,0.04861141251217804
2023-02-14,8,3.0,
2023-02-15,3,-5.0,
2023-02-16,2,-1.0,
2023-02-17,6,4.0,
2023-02-18,9,3.0,0.13124097262927298
2023-02-19,2,-7.0,
2023-02-20,3,1.0,
2023-02-21,5,2.0,
2023-02-22,8,3.0,
2023-02-23,9,1.0,0.08848894346546629
2023-02-24,6,-3.0,
2023-02-25,2,-4.0,
2023-02-26,5,3.0,
2023-02-27,5,0.0,
2023-02-28,6,1.0,0.5816670307413236
2023-03-01,5,-1.0,
2023-03-02,9,4.0,
2023-03-03,4,-5.0,
2023-03-04,8,4.0,
2023-03-05,8,0.0,0.9524401945797036
2023-03-06,5,-3.0,
2023-03-07,4,-1.0,
2023-03-08,4,0.0,
2023-03-09,6,2.0,
2023-03-10,7,1.0,0.2905911194222166
2023-03-11,3,-4.0,
2023-03-12,3,0.0,
2023-03-13,6,3.0,
2023-03-14,4,-2.0,
2023-03-15,9,5.0,0.874042327974312
2023-03-16,11,2.0,
2023-03-17,9,-2.0,
2023-03-18,4,-5.0,
2023-03-19,3,-1.0,
2023-03-20,6,3.0,0.45198500023220584
2023-03-21,9,3.0,
2023-03-22,15,6.0,
2023-03-23,16,1.0,
2023-03-24,5,-11.0,
2023-03-25,4,-1.0,0.43953603421747206
2023-03-26,3,-1.0,
2023-03-27,6,3.0,
2023-03-28,2,-4.0,
2023-03-29,8,6.0,
2023-03-30,10,2.0,0.03370899784812697
2023-03-31,11,1.0,
2023-04-01,4,-7.0,
2023-04-02,4,0.0,
2023-04-03,4,0.0,
2023-04-04,4,0.0,0.05026738337796809
2023-04-05,11,7.0,
2023-04-06,4,-7.0,
2023-04-07,8,4.0,
2023-04-08,4,-4.0,
2023-04-09,2,-2.0,0.09188130113697868
2023-04-10,4,2.0,
2023-04-11,5,1.0,
2023-04-12,8,3.0,
2023-04-13,7,-1.0,
2023-04-14,5,-2.0,0.2955764903211464
2023-04-15,6,1.0,
2023-04-16,1,-5.0,
2023-04-17,7,6.0,
2023-04-18,4,-3.0,
2023-04-19,8,4.0,0.019056807087992112
2023-04-20,11,3.0,
2023-04-21,3,-8.0,
2023-04-22,4,1.0,
2023-04-23,3,-1.0,
2023-04-24,3,0.0,0.14010607301830305
2023-04-25,7,4.0,
2023-04-26,8,1.0,
2023-04-27,7,-1.0,
2023-04-28,9,2.0,
2023-04-29,5,-4.0,0.8367259497919495
2023-04-30,5,0.0,
2023-05-01,3,-2.0,
2023-05-02,10,7.0,
2023-05-03,11,1.0,
2023-05-04,13,2.0,0.14149696593393016
2023-05-05,5,-8.0,
2023-05-06,5,0.0,
2023-05-07,8,3.0,
2023-05-08,6,-2.0,
2023-05-09,11,5.0,0.02365971438181836
2023-05-10,5,-6.0,
2023-05-11,9,4.0,
2023-05-12,6,-3.0,
2023-05-13,5,-1.0,
2023-05-14,4,-1.0,1.0
2023-05-15,6,2.0,
2023-05-16,5,-1.0,
2023-05-17,6,1.0,
2023-05-18,8,2.0,
2023-05-19,9,1.0,0.3529220203095369
2023-05-20,6,-3.0,
2023-05-21,2,-4.0,
2023-05-22,10,8.0,
2023-05-23,9,-1.0,
2023-05-24,13,4.0,0.9209710175494255
2023-05-25,15,2.0,
2023-05-26,15,0.0,
2023-05-27,12,-3.0,
2023-05-28,5,-7.0,
2023-05-29,12,7.0,0.9984837772751725
2023-05-30,6,-6.0,
2023-05-31,18,12.0,
2023-06-01,8,-10.0,
2023-06-02,9,1.0,
2023-06-03,3,-6.0,0.9986563289882096
2023-06-04,2,-1.0,
2023-06-05,6,4.0,
2023-06-06,10,4.0,
2023-06-07,7,-3.0,
2023-06-08,12,5.0,0.9340455719774331
2023-06-09,8,-4.0,
2023-06-10,8,0.0,
2023-06-11,3,-5.0,
2023-06-12,10,7.0,
2023-06-13,17,7.0,0.9993180526229474
2023-06-14,13,-4.0,
2023-06-15,10,-3.0,
2023-06-16,9,-1.0,
2023-06-17,2,-7.0,
2023-06-18,4,2.0,0.9289736013389256
2023-06-19,5,1.0,
2023-06-20,9,4.0,
2023-06-21,13,4.0,
2023-06-22,7,-6.0,
2023-06-23,7,0.0,0.933790783112704
2023-06-24,5,-2.0,
2023-06-25,5,0.0,
2023-06-26,5,0.0,
2023-06-27,8,3.0,
2023-06-28,8,0.0,0.30370048377751113
2023-06-29,12,4.0,
2023-06-30,14,2.0,
2023-07-01,5,-9.0,
2023-07-02,3,-2.0,
2023-07-03,11,8.0,0.999877773437519
2023-07-04,3,-8.0,
2023-07-05,5,2.0,
2023-07-06,8,3.0,
2023-07-07,7,-1.0,
2023-07-08,3,-4.0,0.9233433980142387
2023-07-09,3,0.0,
2023-07-10,5,2.0,
2023-07-11,7,2.0,
2023-07-12,12,5.0,
2023-07-13,4,-8.0,0.9999999815060524
2023-07-14,4,0.0,
2023-07-15,6,2.0,
2023-07-16,3,-3.0,
2023-07-17,8,5.0,
2023-07-18,12,4.0,9.85951238990239e-15
2023-07-19,7,-5.0,
2023-07-20,7,0.0,
2023-07-21,8,1.0,
2023-07-22,8,0.0,
2023-07-23,3,-5.0,0.9143077806211317
2023-07-24,7,4.0,
2023-07-25,7,0.0,
2023-07-26,4,-3.0,
2023-07-27,4,0.0,
2023-07-28,9,5.0,1.0000000000000002
2023-07-29,3,-6.0,
2023-07-30,5,2.0,
2023-07-31,6,1.0,
2023-08-01,15,9.0,
2023-08-02,11,-4.0,0.994947955215531
2023-08-03,13,2.0,
2023-08-04,12,-1.0,
2023-08-05,9,-3.0,
2023-08-06,7,-2.0,
2023-08-07,4,-3.0,1.0
2023-08-08,7,3.0,
2023-08-09,7,0.0,
2023-08-10,9,2.0,
2023-08-11,7,-2.0,
2023-08-12,3,-4.0,0.996953588201588
2023-08-13,4,1.0,
2023-08-14,10,6.0,
2023-08-15,8,-2.0,
2023-08-16,9,1.0,
2023-08-17,6,-3.0,1.0
2023-08-18,4,-2.0,
2023-08-19,7,3.0,
2023-08-20,6,-1.0,
2023-08-21,10,4.0,
2023-08-22,5,-5.0,0.9253139939035414
2023-08-23,8,3.0,
2023-08-24,12,4.0,
2023-08-25,5,-7.0,
2023-08-26,5,0.0,
2023-08-27,6,1.0,0.018803328893408286
2023-08-28,10,4.0,
2023-08-29,8,-2.0,
2023-08-30,18,10.0,
2023-08-31,13,-5.0,
2023-09-01,6,-7.0,0.11699501226601265
2023-09-02,8,2.0,
2023-09-03,2,-6.0,
2023-09-04,3,1.0,
2023-09-05,9,6.0,
2023-09-06,6,-3.0,0.016138852498945505
2023-09-07,4,-2.0,
2023-09-08,8,4.0,
2023-09-09,5,-3.0,
2023-09-10,5,0.0,
2023-09-11,7,2.0,0.5308683754837547
2023-09-12,3,-4.0,
2023-09-13,3,0.0,
2023-09-14,11,8.0,
2023-09-15,3,-8.0,
2023-09-16,7,4.0,0.9236933130566514
2023-09-17,2,-5.0,
2023-09-18,5,3.0,
2023-09-19,14,9.0,
2023-09-20,6,-8.0,
2023-09-21,5,-1.0,0.6036010200438372
2023-09-22,6,1.0,
2023-09-23,7,1.0,
2023-09-24,4,-3.0,
2023-09-25,8,4.0,
2023-09-26,11,3.0,0.10628017121557355
2023-09-27,10,-1.0,
2023-09-28,15,5.0,
2023-09-29,9,-6.0,
2023-09-30,3,-6.0,
2023-10-01,4,1.0,1.0
2023-10-02,14,10.0,
2023-10-03,8,-6.0,
2023-10-04,4,-4.0,
2023-10-05,4,0.0,
2023-10-06,6,2.0,1.0
2023-10-07,5,-1.0,
2023-10-08,5,0.0,
2023-10-09,6,1.0,
2023-10-10,9,3.0,
2023-10-11,16,7.0,1.0
2023-10-12,7,-9.0,
2023-10-13,9,2.0,
2023-10-14,6,-3.0,
2023-10-15,4,-2.0,
2023-10-16,7,3.0,0.9826581683998912
2023-10-17,6,-1.0,
2023-10-18,6,0.0,
2023-10-19,7,1.0,
2023-10-20,9,2.0,
2023-10-21,8,-1.0,0.3294231669273051
2023-10-22,5,-3.0,
2023-10-23,8,3.0,
2023-10-24,6,-2.0,
2023-10-25,10,4.0,
2023-10-26,6,-4.0,0.6638923048724265
2023-10-27,12,6.0,
2023-10-28,2,-10.0,
2023-10-29,6,4.0,
2023-10-30,10,4.0,
2023-10-31,14,4.0,0.8990314213989878
2023-11-01,19,5.0,
2023-11-02,6,-13.0,
2023-11-03,10,4.0,
2023-11-04,5,-5.0,
