window_end,a,b,σ0,σ1,pi0,pi1,α00,α01,α10,α11,rho
2017-01-07,2.000000,20.000000,15.643785,16.352060,0.500000,0.500000,0.687710,0.312290,0.961906,0.038094,-0.053056
2017-01-08,2.000000,20.000000,9.218268,15.073424,0.500000,0.500000,0.263769,0.736231,0.743447,0.256553,0.317387
2017-01-09,2.000000,20.000000,5.555658,15.117294,0.500000,0.500000,0.687295,0.312705,0.336631,0.663369,0.091234
2017-01-10,2.000000,20.000000,19.026016,19.976474,0.500000,0.500000,0.968342,0.031658,0.981239,0.018761,-0.857623
2017-01-11,2.000000,20.000000,10.660690,18.321420,0.500000,0.500000,0.551006,0.448994,0.109696,0.890304,-0.645121
2017-01-12,2.000000,20.000000,16.858451,19.994405,0.500000,0.500000,0.118221,0.881779,0.199842,0.800158,0.501742
2017-01-13,2.000000,20.000000,15.958326,19.676298,0.500000,0.500000,0.841125,0.158875,0.999857,0.000143,-0.817427
2017-01-14,2.000000,20.000000,15.102544,19.977550,0.500000,0.500000,0.443174,0.556826,0.967090,0.032910,-0.884882
2017-01-15,2.000000,20.000000,12.310636,19.517003,0.500000,0.500000,0.602747,0.397253,0.408905,0.591095,0.401938
2017-01-16,2.000000,20.000000,4.473458,19.196699,0.500000,0.500000,0.504871,0.495129,0.046938,0.953062,0.554294
2017-01-17,2.000000,20.000000,13.712420,19.571953,0.500000,0.500000,0.985773,0.014227,0.494535,0.505465,0.298421
2017-01-18,2.000000,20.000000,16.190714,19.951415,0.500000,0.500000,0.051131,0.948869,0.999843,0.000157,-0.913680
2017-01-19,2.000000,20.000000,18.613256,19.993955,0.500000,0.500000,0.408543,0.591457,0.299139,0.700861,0.255116
2017-01-20,2.000000,20.000000,18.926066,19.470624,0.500000,0.500000,0.350604,0.649396,0.315050,0.684950,-0.072603
2017-01-21,2.000000,20.000000,15.060221,18.571069,0.500000,0.500000,0.749985,0.250015,0.969116,0.030884,0.645074
2017-01-22,2.000000,20.000000,19.708046,19.938894,0.500000,0.500000,0.746266,0.253734,0.822561,0.177439,0.974552
2017-01-23,2.000000,20.000000,12.358779,19.281834,0.500000,0.500000,0.560751,0.439249,0.040783,0.959217,0.729445
2017-01-24,2.000000,20.000000,19.221269,19.999998,0.500000,0.500000,0.921871,0.078129,0.075941,0.924059,0.908102
2017-01-25,2.000000,20.000000,13.491659,18.330854,0.500000,0.500000,0.624901,0.375099,0.312060,0.687940,0.704363
2017-01-26,2.000000,20.000000,12.540654,19.568262,0.500000,0.500000,0.597092,0.402908,0.083820,0.916180,-0.727257
2017-01-27,2.000000,20.000000,4.982369,16.951432,0.500000,0.500000,0.314636,0.685364,0.203856,0.796144,0.244173
2017-01-28,1.500000,15.000000,14.010148,14.939143,0.500000,0.500000,0.691867,0.308133,0.125679,0.874321,-0.848273
2017-01-29,1.500000,15.000000,4.204928,6.522954,0.500000,0.500000,0.129354,0.870646,0.664854,0.335146,-0.655360
2017-01-30,1.500000,15.000000,4.174784,6.523124,0.500000,0.500000,0.064147,0.935853,0.757092,0.242908,0.006835
2017-01-31,1.500000,15.000000,10.833764,14.636361,0.500000,0.500000,0.995620,0.004380,0.894496,0.105504,0.496519
2017-02-01,1.500000,15.000000,5.415938,10.499891,0.500000,0.500000,0.276889,0.723111,0.979320,0.020680,0.426699
2017-02-02,1.500000,15.000000,13.909162,14.695219,0.500000,0.500000,0.447823,0.552177,0.002822,0.997178,-0.355842
2017-02-03,1.500000,15.000000,6.424023,12.509308,0.500000,0.500000,0.714837,0.285163,0.974479,0.025521,0.173682
2017-02-04,1.500000,15.000000,12.102039,13.608370,0.500000,0.500000,0.719826,0.280174,0.155466,0.844534,-0.694282
2017-02-05,1.500000,15.000000,5.104011,9.826941,0.500000,0.500000,0.022864,0.977136,0.926524,0.073476,0.938941
2017-02-06,1.500000,15.000000,14.176292,14.792669,0.500000,0.500000,0.486842,0.513158,0.883091,0.116909,-0.625913
2017-02-07,1.500000,15.000000,6.315739,12.799290,0.500000,0.500000,0.197812,0.802188,0.906676,0.093324,0.065179
2017-02-08,1.500000,15.000000,6.465023,7.799853,0.500000,0.500000,0.910034,0.089966,0.385301,0.614699,-0.176318
2017-02-09,1.500000,15.000000,7.225332,14.969080,0.500000,0.500000,0.964038,0.035962,0.992014,0.007986,0.148946
2017-02-10,1.500000,15.000000,12.913533,14.636391,0.500000,0.500000,0.679987,0.320013,0.166772,0.833228,0.633199
2017-02-11,1.500000,15.000000,9.562075,12.849203,0.500000,0.500000,0.062472,0.937528,0.667197,0.332803,0.812944
2017-02-12,1.500000,15.000000,10.125812,14.754024,0.500000,0.500000,0.964327,0.035673,0.388547,0.611453,0.487893
2017-02-13,1.500000,15.000000,4.496246,14.626818,0.500000,0.500000,0.016796,0.983204,0.906638,0.093362,0.594591
2017-02-14,1.500000,15.000000,5.210690,13.770819,0.500000,0.500000,0.822874,0.177126,0.216271,0.783729,0.816901
2017-02-15,1.500000,15.000000,9.721516,14.193850,0.500000,0.500000,0.406357,0.593643,0.999569,0.000431,0.864237
2017-02-16,1.500000,15.000000,9.753157,14.918234,0.500000,0.500000,0.671733,0.328267,0.986952,0.013048,0.677796
2017-02-17,1.500000,15.000000,9.616991,14.903493,0.500000,0.500000,0.025996,0.974004,0.000033,0.999967,-0.333002
2017-02-18,1.500000,15.000000,8.390141,14.775717,0.500000,0.500000,0.802127,0.197873,0.088361,0.911639,-0.647226
2017-02-19,1.500000,15.000000,9.875081,14.741692,0.500000,0.500000,0.000389,0.999611,0.966822,0.033178,-0.702675
2017-02-20,1.500000,15.000000,7.499002,14.978168,0.500000,0.500000,0.927353,0.072647,0.049591,0.950409,-0.618625
2017-02-21,1.700000,17.000000,7.655827,13.714394,0.500000,0.500000,0.586001,0.413999,0.661021,0.338979,-0.689520
2017-02-22,1.700000,17.000000,7.403898,16.929193,0.500000,0.500000,0.996157,0.003843,0.954593,0.045407,0.317848
2017-02-23,1.700000,17.000000,2.179695,8.717775,0.500000,0.500000,0.952544,0.047456,0.117502,0.882498,-0.801117
2017-02-24,1.900000,19.000000,9.770879,18.769011,0.500000,0.500000,0.328388,0.671612,0.000210,0.999790,-0.828983
2017-02-25,1.900000,19.000000,5.606308,13.824185,0.500000,0.500000,0.851170,0.148830,0.681744,0.318256,0.180590
2017-02-26,1.900000,19.000000,9.890873,16.673386,0.500000,0.500000,0.025368,0.974632,0.220341,0.779659,-0.955061
2017-02-27,1.900000,19.000000,7.438307,17.351418,0.500000,0.500000,0.284427,0.715573,0.999596,0.000404,-0.764498
2017-02-28,1.900000,19.000000,13.405129,16.971471,0.500000,0.500000,0.006411,0.993589,0.502591,0.497409,0.330073
2017-03-01,1.900000,19.000000,11.589909,18.311143,0.500000,0.500000,0.048310,0.951690,0.981504,0.018496,-0.509302
2017-03-02,1.900000,19.000000,9.452730,16.163084,0.500000,0.500000,0.339724,0.660276,0.020614,0.979386,-0.475472
2017-03-03,1.900000,19.000000,12.194850,17.214104,0.500000,0.500000,0.668074,0.331926,0.316475,0.683525,0.376805
2017-03-04,1.900000,19.000000,10.989857,17.969133,0.500000,0.500000,0.727785,0.272215,0.990131,0.009869,-0.726363
2017-03-05,1.900000,19.000000,18.480363,18.768283,0.500000,0.500000,0.206493,0.793507,0.001741,0.998259,0.411150
2017-03-06,1.900000,19.000000,17.729582,18.836395,0.500000,0.500000,0.093768,0.906232,0.767686,0.232314,0.689099
2017-03-07,1.900000,19.000000,9.576521,17.219623,0.500000,0.500000,0.012067,0.987933,0.819734,0.180266,-0.869287
2017-03-08,1.900000,19.000000,11.245003,18.190272,0.500000,0.500000,0.874826,0.125174,0.999214,0.000786,-0.957461
2017-03-09,1.900000,19.000000,17.988359,18.955730,0.500000,0.500000,0.784638,0.215362,0.630986,0.369014,0.747354
2017-03-10,1.900000,19.000000,18.882058,18.966973,0.500000,0.500000,0.088463,0.911537,0.515538,0.484462,-0.532784
2017-03-11,1.900000,19.000000,2.732316,18.859909,0.500000,0.500000,0.050139,0.949861,0.012764,0.987236,-0.164838
2017-03-12,1.900000,19.000000,17.259113,18.976148,0.500000,0.500000,0.056951,0.943049,0.466706,0.533294,0.025377
2017-03-13,1.900000,19.000000,7.654900,11.106592,0.500000,0.500000,0.003550,0.996450,0.785489,0.214511,0.392041
2017-03-14,1.900000,19.000000,10.869950,17.207700,0.500000,0.500000,0.975730,0.024270,0.083932,0.916068,-0.740970
2017-03-15,1.900000,19.000000,18.288848,18.993555,0.500000,0.500000,0.043387,0.956613,0.326949,0.673051,0.446840
2017-03-16,1.900000,19.000000,10.432665,16.415258,0.500000,0.500000,0.514919,0.485081,0.791672,0.208328,0.131464
2017-03-17,1.900000,19.000000,15.833289,18.867821,0.500000,0.500000,0.512578,0.487422,0.596866,0.403134,-0.682790
2017-03-18,1.900000,19.000000,17.191768,18.816704,0.500000,0.500000,0.955338,0.044662,0.000158,0.999842,-0.425924
2017-03-19,1.900000,19.000000,16.524401,18.960990,0.500000,0.500000,0.981529,0.018471,0.335923,0.664077,0.925984
2017-03-20,1.900000,19.000000,14.418629,18.738789,0.500000,0.500000,0.048349,0.951651,0.008964,0.991036,0.164341
2017-03-21,1.900000,19.000000,14.575664,18.370454,0.500000,0.500000,0.970768,0.029232,0.001050,0.998950,-0.955753
2017-03-22,1.900000,19.000000,9.953877,17.895965,0.500000,0.500000,0.883861,0.116139,0.122225,0.877775,0.360999
2017-03-23,1.900000,19.000000,13.790094,18.819105,0.500000,0.500000,0.301721,0.698279,0.322340,0.677660,0.967955
2017-03-24,1.900000,19.000000,9.180776,18.290715,0.500000,0.500000,0.153820,0.846180,0.956371,0.043629,0.553194
2017-03-25,1.900000,19.000000,15.517081,18.857657,0.500000,0.500000,0.732363,0.267637,0.532452,0.467548,0.371131
2017-03-26,1.900000,19.000000,10.395092,15.108774,0.500000,0.500000,0.868485,0.131515,0.000651,0.999349,-0.855106
2017-03-27,1.900000,19.000000,12.076665,17.381179,0.500000,0.500000,0.997426,0.002574,0.045517,0.954483,-0.515910
2017-03-28,1.900000,19.000000,18.794760,18.935901,0.500000,0.500000,0.000895,0.999105,0.027999,0.972001,-0.298746
2017-03-29,1.900000,19.000000,3.205053,10.653857,0.500000,0.500000,0.941174,0.058826,0.280479,0.719521,0.272860
2017-03-30,1.900000,19.000000,14.066552,18.701371,0.500000,0.500000,0.847985,0.152015,0.009575,0.990425,0.789633
2017-03-31,1.900000,19.000000,14.592145,18.590372,0.500000,0.500000,0.646571,0.353429,0.294222,0.705778,0.743567
2017-04-01,1.900000,19.000000,15.937705,18.811958,0.500000,0.500000,0.445898,0.554102,0.091654,0.908346,0.992668
2017-04-02,1.900000,19.000000,18.589201,18.881869,0.500000,0.500000,0.236789,0.763211,0.247107,0.752893,-0.308130
2017-04-03,1.900000,19.000000,14.391688,18.920985,0.500000,0.500000,0.689522,0.310478,0.301136,0.698864,0.184701
2017-04-04,1.900000,19.000000,17.732854,18.591069,0.500000,0.500000,0.363938,0.636062,0.033546,0.966454,0.708770
2017-04-05,1.900000,19.000000,11.422992,18.290405,0.500000,0.500000,0.929321,0.070679,0.866182,0.133818,-0.349620
2017-04-06,1.900000,19.000000,15.246057,18.901786,0.500000,0.500000,0.096386,0.903614,0.858146,0.141854,-0.138225
2017-04-07,1.900000,19.000000,7.481975,17.566609,0.500000,0.500000,0.551709,0.448291,0.759809,0.240191,0.611340
2017-04-08,1.900000,19.000000,13.570253,18.262983,0.500000,0.500000,0.094048,0.905952,0.720204,0.279796,-0.916854
2017-04-09,1.900000,19.000000,18.112892,18.993230,0.500000,0.500000,0.784611,0.215389,0.473388,0.526612,0.333729
2017-04-10,1.900000,19.000000,4.377048,13.810427,0.500000,0.500000,0.990714,0.009286,0.303268,0.696732,0.736285
2017-04-11,1.900000,19.000000,11.588032,18.628668,0.500000,0.500000,0.997172,0.002828,0.092259,0.907741,0.317771
2017-04-12,1.900000,19.000000,15.381101,15.872816,0.500000,0.500000,0.370907,0.629093,0.174662,0.825338,-0.345934
2017-04-13,1.900000,19.000000,15.316011,18.909770,0.500000,0.500000,0.046476,0.953524,0.999685,0.000315,-0.267077
2017-04-14,1.900000,19.000000,10.380360,17.399355,0.500000,0.500000,0.906021,0.093979,0.550797,0.449203,0.238981
2017-04-15,1.900000,19.000000,11.495338,18.232719,0.500000,0.500000,0.446171,0.553829,0.679095,0.320905,0.067205
2017-04-16,1.900000,19.000000,17.195491,18.709048,0.500000,0.500000,0.998510,0.001490,0.935468,0.064532,-0.879465
2017-04-17,1.900000,19.000000,17.980082,18.437211,0.500000,0.500000,0.127729,0.872271,0.250027,0.749973,0.220668
2017-04-18,1.900000,19.000000,14.385886,17.101393,0.500000,0.500000,0.106635,0.893365,0.022216,0.977784,0.134624
2017-04-19,1.900000,19.000000,13.022808,18.765111,0.500000,0.500000,0.937614,0.062386,0.892500,0.107500,-0.177943
2017-04-20,1.900000,19.000000,18.185310,18.834506,0.500000,0.500000,0.790301,0.209699,0.020070,0.979930,0.247719
2017-04-21,1.900000,19.000000,14.370025,16.290635,0.500000,0.500000,0.942512,0.057488,0.472099,0.527901,0.093395
2017-04-22,1.900000,19.000000,10.937630,15.975826,0.500000,0.500000,0.747219,0.252781,0.737427,0.262573,0.384872
2017-04-23,1.900000,19.000000,18.861581,18.906430,0.500000,0.500000,0.462260,0.537740,0.044014,0.955986,-0.353257
2017-04-24,1.900000,19.000000,6.093234,14.360009,0.500000,0.500000,0.157758,0.842242,0.270253,0.729747,-0.333996
2017-04-25,1.900000,19.000000,17.453496,18.991706,0.500000,0.500000,0.011311,0.988689,0.032424,0.967576,0.380010
2017-04-26,1.900000,19.000000,10.872267,14.167543,0.500000,0.500000,0.939810,0.060190,0.127163,0.872837,0.984967
2017-04-27,1.900000,19.000000,18.172025,18.913497,0.500000,0.500000,0.972201,0.027799,0.002596,0.997404,-0.393743
2017-04-28,1.900000,19.000000,8.912378,13.749658,0.500000,0.500000,0.440719,0.559281,0.424368,0.575632,0.838784
2017-04-29,1.900000,19.000000,18.340211,18.990221,0.500000,0.500000,0.821825,0.178175,0.065890,0.934110,-0.194040
2017-04-30,1.900000,19.000000,11.162613,18.443008,0.500000,0.500000,0.023090,0.976910,0.614119,0.385881,-0.650323
2017-05-01,2.600000,26.000000,14.676394,20.081699,0.500000,0.500000,0.019316,0.980684,0.342015,0.657985,0.012284
2017-05-02,2.600000,26.000000,13.743222,22.378827,0.500000,0.500000,0.859954,0.140046,0.257509,0.742491,-0.883672
2017-05-03,2.600000,26.000000,25.881532,25.970312,0.500000,0.500000,0.138078,0.861922,0.979133,0.020867,-0.875416
2017-05-04,2.600000,26.000000,18.024510,25.995654,0.500000,0.500000,0.604748,0.395252,0.978727,0.021273,-0.100431
2017-05-05,2.600000,26.000000,12.238651,23.463414,0.500000,0.500000,0.000702,0.999298,0.001587,0.998413,-0.480374
2017-05-06,2.600000,26.000000,20.400104,23.867583,0.500000,0.500000,0.038559,0.961441,0.775441,0.224559,-0.803835
2017-05-07,2.600000,26.000000,14.880179,21.031476,0.500000,0.500000,0.424353,0.575647,0.826388,0.173612,-0.124794
2017-05-08,2.600000,26.000000,15.327042,24.864760,0.500000,0.500000,0.518174,0.481826,0.983738,0.016262,-0.699662
2017-05-09,2.600000,26.000000,20.122801,25.070272,0.500000,0.500000,0.505774,0.494226,0.999840,0.000160,0.475017
2017-05-10,2.600000,26.000000,13.834146,20.070043,0.500000,0.500000,0.757932,0.242068,0.006206,0.993794,-0.835657
2017-05-11,2.600000,26.000000,25.332791,25.893428,0.500000,0.500000,0.037495,0.962505,0.006219,0.993781,0.936978
2017-05-12,2.600000,26.000000,22.093200,25.963323,0.500000,0.500000,0.125415,0.874585,0.055333,0.944667,-0.255666
2017-05-13,2.600000,26.000000,14.116107,23.446827,0.500000,0.500000,0.047230,0.952770,0.163874,0.836126,0.631894
2017-05-14,2.600000,26.000000,24.829436,25.964323,0.500000,0.500000,0.095822,0.904178,0.935787,0.064213,-0.736542
2017-05-15,2.600000,26.000000,23.996322,25.421719,0.500000,0.500000,0.457598,0.542402,0.255170,0.744830,0.130044
2017-05-16,2.600000,26.000000,19.737630,25.782414,0.500000,0.500000,0.001429,0.998571,0.942489,0.057511,0.600142
2017-05-17,2.600000,26.000000,9.318379,24.272246,0.500000,0.500000,0.666665,0.333335,0.999953,0.000047,-0.929377
2017-05-18,2.600000,26.000000,20.444033,25.811953,0.500000,0.500000,0.108357,0.891643,0.721504,0.278496,0.772392
2017-05-19,2.600000,26.000000,16.489236,24.063413,0.500000,0.500000,0.166915,0.833085,0.975616,0.024384,-0.038054
2017-05-20,2.600000,26.000000,17.934742,23.826548,0.500000,0.500000,0.096619,0.903381,0.023360,0.976640,-0.882898
2017-05-21,2.600000,26.000000,16.746224,25.360481,0.500000,0.500000,0.167955,0.832045,0.040006,0.959994,-0.558776
2017-05-22,2.600000,26.000000,21.042682,25.997508,0.500000,0.500000,0.076931,0.923069,0.172799,0.827201,0.143745
2017-05-23,2.600000,26.000000,16.400420,21.023496,0.500000,0.500000,0.902690,0.097310,0.249514,0.750486,0.881358
2017-05-24,2.600000,26.000000,10.053443,25.592083,0.500000,0.500000,0.473687,0.526313,0.267201,0.732799,0.455879
2017-05-25,2.600000,26.000000,15.035143,25.043591,0.500000,0.500000,0.031431,0.968569,0.406374,0.593626,-0.435626
2017-05-26,2.600000,26.000000,9.884275,25.011554,0.500000,0.500000,0.251092,0.748908,0.982344,0.017656,-0.932773
2017-05-27,2.600000,26.000000,12.239373,24.560237,0.500000,0.500000,0.999412,0.000588,0.984668,0.015332,-0.479684
2017-05-28,2.600000,26.000000,20.925649,25.944806,0.500000,0.500000,0.751950,0.248050,0.637320,0.362680,-0.549366
2017-05-29,2.600000,26.000000,10.183717,25.368348,0.500000,0.500000,0.991312,0.008688,0.370932,0.629068,-0.836549
2017-05-30,2.600000,26.000000,18.546395,23.998526,0.500000,0.500000,0.557618,0.442382,0.412466,0.587534,-0.875454
2017-05-31,2.600000,26.000000,21.825535,24.818259,0.500000,0.500000,0.711442,0.288558,0.840048,0.159952,0.038772
2017-06-01,2.600000,26.000000,11.294411,25.833809,0.500000,0.500000,0.147918,0.852082,0.460612,0.539388,-0.789053
2017-06-02,2.600000,26.000000,24.336703,25.254679,0.500000,0.500000,0.768613,0.231387,0.346709,0.653291,0.269165
2017-06-03,2.600000,26.000000,21.566957,25.847432,0.500000,0.500000,0.862476,0.137524,0.673326,0.326674,-0.631550
2017-06-04,2.600000,26.000000,24.518028,25.299588,0.500000,0.500000,0.525508,0.474492,0.965802,0.034198,-0.145021
2017-06-05,2.600000,26.000000,6.574053,21.479463,0.500000,0.500000,0.011647,0.988353,0.954479,0.045521,0.638127
2017-06-06,2.600000,26.000000,21.525193,24.327140,0.500000,0.500000,0.343893,0.656107,0.140744,0.859256,-0.652477
2017-06-07,2.600000,26.000000,20.051367,25.033335,0.500000,0.500000,0.265620,0.734380,0.476258,0.523742,-0.295250
2017-06-08,2.600000,26.000000,22.510651,25.976588,0.500000,0.500000,0.183259,0.816741,0.863127,0.136873,0.711475
2017-06-09,2.600000,26.000000,18.423394,24.576063,0.500000,0.500000,0.673359,0.326641,0.988217,0.011783,0.306326
2017-06-10,2.600000,26.000000,25.392704,25.965429,0.500000,0.500000,0.962260,0.037740,0.514657,0.485343,0.729127
2017-06-11,2.600000,26.000000,17.096743,25.848219,0.500000,0.500000,0.096202,0.903798,0.906665,0.093335,0.507924
2017-06-12,2.600000,26.000000,21.459870,25.933762,0.500000,0.500000,0.094243,0.905757,0.975043,0.024957,0.081397
2017-06-13,2.600000,26.000000,6.399547,14.611327,0.500000,0.500000,0.495510,0.504490,0.004179,0.995821,0.805790
2017-06-14,2.600000,26.000000,22.970831,25.565770,0.500000,0.500000,0.083292,0.916708,0.996474,0.003526,0.990875
2017-06-15,2.600000,26.000000,23.677953,24.631480,0.500000,0.500000,0.010534,0.989466,0.408963,0.591037,-0.366107
2017-06-16,2.600000,26.000000,17.309216,25.454372,0.500000,0.500000,0.532354,0.467646,0.102487,0.897513,0.024728
2017-06-17,2.600000,26.000000,12.699946,21.979660,0.500000,0.500000,0.683275,0.316725,0.012358,0.987642,-0.491217
2017-06-18,2.600000,26.000000,13.020446,19.505176,0.500000,0.500000,0.320881,0.679119,0.906552,0.093448,-0.438634
2017-06-19,2.600000,26.000000,9.543557,17.081242,0.500000,0.500000,0.092252,0.907748,0.336880,0.663120,0.025335
2017-06-20,2.600000,26.000000,18.972986,25.326414,0.500000,0.500000,0.316422,0.683578,0.813625,0.186375,-0.210848
2017-06-21,2.600000,26.000000,15.851216,25.426432,0.500000,0.500000,0.999996,0.000004,0.006415,0.993585,-0.484786
2017-06-22,2.600000,26.000000,9.093252,23.410016,0.500000,0.500000,0.902901,0.097099,0.762746,0.237254,-0.857985
2017-06-23,2.600000,26.000000,9.658551,25.386526,0.500000,0.500000,0.999709,0.000291,0.026982,0.973018,0.804907
2017-06-24,2.600000,26.000000,9.077661,17.296623,0.500000,0.500000,0.414848,0.585152,0.887748,0.112252,0.117285
2017-06-25,2.600000,26.000000,18.391099,25.078829,0.500000,0.500000,0.856569,0.143431,0.869015,0.130985,-0.107161
2017-06-26,2.600000,26.000000,22.954369,25.915546,0.500000,0.500000,0.711009,0.288991,0.579475,0.420525,0.376810
2017-06-27,2.600000,26.000000,13.538222,19.398692,0.500000,0.500000,0.973574,0.026426,0.493046,0.506954,-0.318792
2017-06-28,2.600000,26.000000,9.668243,19.347674,0.500000,0.500000,0.303186,0.696814,0.922696,0.077304,-0.944927
2017-06-29,2.600000,26.000000,14.772991,25.747461,0.500000,0.500000,0.979149,0.020851,0.268818,0.731182,-0.421510
2017-06-30,2.600000,26.000000,23.903183,25.926150,0.500000,0.500000,0.505122,0.494878,0.716705,0.283295,-0.691710
2017-07-01,2.600000,26.000000,18.048472,25.147663,0.500000,0.500000,0.639709,0.360291,0.972443,0.027557,-0.459505
2017-07-02,2.600000,26.000000,25.275172,25.831610,0.500000,0.500000,0.621317,0.378683,0.543014,0.456986,-0.597376
2017-07-03,2.600000,26.000000,11.973422,22.602448,0.500000,0.500000,0.026590,0.973410,0.975895,0.024105,-0.448465
2017-07-04,2.600000,26.000000,25.787439,25.893648,0.500000,0.500000,0.633008,0.366992,0.933563,0.066437,-0.226919
2017-07-05,2.600000,26.000000,20.085712,24.411597,0.500000,0.500000,0.770977,0.229023,0.209144,0.790856,0.693938
2017-07-06,2.600000,26.000000,23.578066,25.803455,0.500000,0.500000,0.999574,0.000426,0.675330,0.324670,0.445414
2017-07-07,2.600000,26.000000,19.583331,22.073258,0.500000,0.500000,0.046193,0.953807,0.999921,0.000079,0.353643
2017-07-08,2.600000,26.000000,22.972598,24.734050,0.500000,0.500000,0.034701,0.965299,0.020426,0.979574,-0.024744
2017-07-09,2.600000,26.000000,7.485221,18.474218,0.500000,0.500000,0.005700,0.994300,0.247335,0.752665,-0.846276
2017-07-10,2.600000,26.000000,14.991445,25.310898,0.500000,0.500000,0.617543,0.382457,0.891017,0.108983,0.858456
2017-07-11,2.600000,26.000000,14.930444,25.383805,0.500000,0.500000,0.233762,0.766238,0.981226,0.018774,0.006168
2017-07-12,2.600000,26.000000,18.267858,24.032532,0.500000,0.500000,0.679219,0.320781,0.070152,0.929848,0.550692
2017-07-13,2.600000,26.000000,14.282181,19.903119,0.500000,0.500000,0.847487,0.152513,1.000000,0.000000,-0.906296
2017-07-14,2.600000,26.000000,9.108109,22.311759,0.500000,0.500000,0.845867,0.154133,0.925922,0.074078,-0.459213
2017-07-15,2.600000,26.000000,22.819776,25.899478,0.500000,0.500000,0.016611,0.983389,0.381280,0.618720,0.265424
2017-07-16,2.600000,26.000000,19.090405,24.211552,0.500000,0.500000,0.847467,0.152533,0.982162,0.017838,0.288298
2017-07-17,2.600000,26.000000,7.197696,25.525283,0.500000,0.500000,0.242971,0.757029,0.019649,0.980351,0.535135
2017-07-18,2.600000,26.000000,19.725573,25.673035,0.500000,0.500000,0.943323,0.056677,0.445663,0.554337,-0.409397
2017-07-19,2.600000,26.000000,14.285959,24.389667,0.500000,0.500000,0.927625,0.072375,0.094395,0.905605,-0.264428
2017-07-20,2.600000,26.000000,6.012796,16.556475,0.500000,0.500000,0.558075,0.441925,0.976418,0.023582,-0.172715
